Posted Date;Letter Issue Date;Company Name;Issuing Office;Subject;Response Letter;Closeout Letter
10/18/2022;09/30/2022;Tobacco Paradise LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/18/2022;09/06/2022;American Cleaning Solutions;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
10/18/2022;04/20/2022;Thai Union Group PLC;Center for Food Safety and Applied Nutrition;Seafood HACCP/CGMP for Foods/Adulterated;;10/18/2022
10/19/2022;10/19/2022;Cloud Hempistry;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/19/2022;10/19/2022;Island Ecig & Vape Co;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/25/2022;10/17/2022;Unit Dose Services, LLC;Center for Drug Evaluation and Research | CDER;Failure to Comply with Drug Listing Requirements;;12/27/2022
10/25/2022;09/26/2022;Advanced Cosmetic Research Laboratories Inc.;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug;;
10/25/2022;10/20/2022;Ragin’ Vapors;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/25/2022;10/19/2022;RiteAid Corporation;Center for Drug Evaluation and Research | CDER;Failure to Comply with Drug Listing Requirements/Misbranded;;12/27/2022
10/25/2022;10/19/2022;Nicotine River LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/25/2022;10/11/2022;Nephron SC Inc.;Office of Pharmaceutical Quality Operations, Division II;CGMP/Finished Pharmaceuticals/Adulterated;;
10/25/2022;09/30/2022;El Gordo Spices, LLC;Division of Human and Animal Food Operations West III;Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
10/25/2022;10/24/2022;Lakpura LLC;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
10/26/2022;10/26/2022;Juicemafia, Inc. d/b/a Ecig-Works;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/26/2022;10/26/2022;Juicemafia Inc. d/b/a ECIG-Works;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/26/2022;10/26/2022;180 Vape E-Cigs & Lounge;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/01/2022;08/08/2022;Bakkavor Foods USA Inc.;Office of Human and Animal Food Operations – East Division 3;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes;;
11/01/2022;10/18/2022;Facema, LLC.;Division of Northeast Imports;Foreign Supplier Verification Program (FSVP);;
11/01/2022;10/05/2022;Sovereign Pharmaceuticals, LLC;Office of Pharmaceutical Quality Operations, Division II;CGMP/Finished Pharmaceuticals/Adulterated;;
11/01/2022;10/18/2022;McConnell Labs Inc.;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;
12/20/2022;11/08/2022;Dollar Tree, Inc.;Office of Human and Animal Food Operations – West Division 3;Interstate Commerce/Food/Adulterated;;
12/20/2022;11/21/2022;Nature’s Way Farms, LLC;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
12/20/2022;12/02/2022;DuPont Nutrition USA Inc.;Division of Pharmaceutical Quality Operations I;CGMP/Drug Products/Adulterated;;
12/20/2022;11/01/2022;Del Valle Import Corp.;Division of Northeast Imports;Foreign Supplier Verification Program (FSVP);;
12/20/2022;08/25/2022;Sree Nidhi Corp;Center for Food Safety and Applied Nutrition (CFSAN);Foreign Supplier Verification Program (FSVP);;
12/20/2022;12/14/2022;Adarsh Daswani, M.D.;Center for Drug Evaluation and Research | CDER;Clinical Investigator;;
12/20/2022;07/27/2022;Sagent Pharmaceuticals, Inc.;Division Pharmaceutical Quality Operations I;CGMP/Drugs/Adulterated;;
12/22/2022;12/22/2022;JP & SN Enterprises Inc. d/b/a eCigs International;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
12/22/2022;12/22/2022;BS Vapes LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
12/27/2022;12/09/2022;Ruth Special Food Store LLC;Division of Northeast Imports;Foreign Supplier Verification Program (FSVP);;
12/27/2022;12/09/2022;Big Olaf Creamery LLC dba Big Olaf;Division of Human and Animal Food Operations East IV;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes;;
12/27/2022;12/16/2022;VapeL1FE, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/10/2023;01/09/2023;Distributor RFR, LLC;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
01/10/2023;01/06/2023;pharmahealthonline.com;Center for Drug Evaluation and Research | CDER;Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet;;
01/11/2023;01/10/2023;Medical Mikes, Inc.;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
01/17/2023;12/13/2022;Optum Infusion Services 308 LLC;Division of Pharmaceutical Quality Operations IV;Compounding Pharmacy/Adulterated Drug Products;;
12/27/2022;11/28/2022;Mike Millenkamp Dairy Cattle;Division of Human and Animal Food Operations West II;New Animal Drug/Adulterated;;
12/27/2022;11/28/2022;Bainbridge Beverage West, LLC;Division of Human and Animal Food Operations West V;Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
12/27/2022;10/06/2022;Empowered Diagnostics LLC;Center for Devices and Radiological Health;Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19);;
12/27/2022;12/16/2022;Green Pharmaceuticals Inc.;Division of Pharmaceutical Quality Operations IV;Drug Product/Adulterated;;
12/27/2022;11/18/2022;RoyalVibe Health Ltd.;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/PMA/Adulterated/Misbranded;;
12/27/2022;11/07/2022;Land View, Inc.;Division of Human and Animal Food Operations West VI;CGMP/Medicated Feeds/Adulterated;;
12/27/2022;11/22/2022;MD Pharmaceutical Supply, LLC;Division of Pharmaceutical Quality Operations I;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated;;
12/27/2022;06/01/2022;Supreme Fruit Produce, Inc.;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
08/03/2021;07/26/2021;Lexion Medical LLC;Center for Devices and Radiological Health;Adulterated and Misbranded Products, including Products Related to Coronavirus Disease 2019 (COVID-19);;
01/03/2023;12/16/2022;Superior Glove Works, Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
01/03/2023;12/27/2022;globalpharmacyplus.com;;Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet;;
01/05/2023;01/05/2023;Chevaline Investments, LLC d/b/a VaporCore;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/06/2023;01/05/2023;PharmaCanna;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
01/10/2023;12/07/2022;San-Rey Produce Inc.;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
01/10/2023;12/20/2022;Auto-Chlor System LLC;Division of Pharmaceutical Quality Operations II;CGMP/Finished Pharmaceuticals/Adulterated;;
01/10/2023;11/02/2022;Aizu Olympus Co., Ltd.;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/PMA/Adulterated/Misbranded;;
01/10/2023;12/12/2022;Olympus Medical Systems Corporation;Center for Devices and Radiological Health;Medical Device Reporting/Misbranded;;
01/11/2023;01/10/2023;Purecraft LLC;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
01/12/2023;01/12/2023;Tiger Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/12/2023;01/12/2023;Chevaline Investments dba VaporCore;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/12/2023;01/12/2023;Chevaline Investments dba VaporCore;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/17/2023;01/10/2023;HIS Enterprise Inc dba Adam’s Secret USA, LLC;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
09/27/2022;09/20/2022;Mena Produce LLC;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
09/27/2022;09/02/2022;El Salvador Products Inc;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
10/04/2022;09/27/2022;Sterling Pharmaceutical Services, LLC;Division of Pharmaceutical Quality Operations III;CGMP/Finished Pharmaceuticals/Adulterated;;
10/04/2022;10/04/2022;Dell Vapers;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/06/2022;10/06/2022;EVO Brands, LLC and PVG2, LLC d/b/a Puff Bar;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/06/2022;10/06/2022;Vital Vapers LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/06/2022;10/06/2022;WillyAnjel Enterprises LLC dba Emote Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/09/2021;09/07/2021;Ar-Rahman Pharm LLC;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved New Drugs/Misbranded;;03/21/2022
09/09/2021;09/07/2021;Lysulin, Inc.;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved New Drugs/Misbranded;;06/24/2022
09/09/2021;09/07/2021;Holistic Healer & Wellness Center, Inc.;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved New Drugs/Misbranded;;03/21/2022
09/14/2021;09/08/2021;Chula Vista Imports Ltd.;Division of Northern Border Imports;Foreign Supplier Verification Program (FSVP);;02/24/2023
09/14/2021;07/20/2021;Brilliant Enterprises LLC;Office of Human and Animal Food Operations Division- East 6;Unapproved New Drugs/Misbranded;;12/14/2021
09/14/2021;09/07/2021;McDaniel Water, LLC;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
09/14/2021;08/31/2021;New York Nutrition Company / American Metabolix;Division of Human and Animal Food Operations West III;Unapproved New Drugs/Misbranded;;
09/14/2021;09/02/2021;Weidenhamer and Morin Enterprises LLC d/b/a Liquivape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/21/2021;08/26/2021;Fibromyalgia Treatment Group - FTG, LLC;Division of Human and Animal Food Operations West VI;New Drug/Misbranded;;
09/21/2021;09/15/2021;Laboratorio Pharma International SRL;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
09/21/2021;09/13/2021;Furley Bioextracts SDN BHD;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
09/21/2021;06/29/2021;FMT Services, LLC;Center for Food Safety and Applied Nutrition (CFSAN);Foreign Supplier Verification Program (FSVP);;
09/21/2021;09/15/2021;Nanomateriales Químicos Avanzados, S.A. de C.V.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
09/27/2021;09/27/2021;Kings of Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/28/2021;09/10/2021;Holographic Health, Inc.;Division of Human and Animal Food Operations East V;New Drug/Misbranded;;
09/28/2021;08/06/2021;Blue Poppy Enterprises Inc;Division of Human and Animal Food Operations West VI;New Drug/Misbranded;;
09/28/2021;09/22/2021;Supplement Science Corp. d/b/a Condemned Labz;Office of Human and Animal Food Operations East – Division 1;Unapproved New Drugs/Misbranded;;
12/10/2019;12/03/2019;USHIO Europe B.V.;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/Adulterated;;
10/05/2021;09/30/2021;Limpo Quimicos, SA de CV;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
10/05/2021;09/29/2021;Healthy Foods & Nutrition Lab de Mexico S.A. de C.V.;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
10/05/2021;09/29/2021;True Chemical Solutions, LLC;Center for Drug Evaluation and Research | CDER;Failure to Permit Access to or Copying of Records;;
10/05/2021;09/17/2021;Walfer Corporation dba The Medicine Shoppe Pharmacy;Office of Pharmaceutical Quality Operations, Division II;Compounding Pharmacy/Adulterated Drug Products;;09/26/2022
10/05/2021;02/02/2021;Marci Beauty LLC;Center for Devices and Radiological Health;Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device;;
10/05/2021;09/22/2021;Ardil Comercial S.R.L.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
10/05/2021;08/09/2021;Pairon Solutions LLC;Center for Devices and Radiological Health;Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device;;
10/07/2021;10/07/2021;Illumivaption Inc. d/b/a Nashville Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/14/2022
10/07/2021;10/07/2021;Planet of the Vapes, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/07/2021;10/07/2021;Imperial Vapors LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/07/2021;10/07/2021;Local Legends Distribution LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;06/24/2022
10/07/2021;10/07/2021;Perfect Vape LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/07/2021;10/07/2021;The Vaping Tiger, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/07/2021;10/07/2021;ATL Vaping Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/07/2021;10/07/2021;Hotspot Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/07/2021;10/07/2021;The Plume Room LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/07/2021;10/07/2021;J-Vapor LLC dba North Shore Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/14/2023;02/10/2023;Emmons Livestock;Division of Human and Animal Food Operations East V;Unapproved New Animal Drug Products;;
03/14/2023;01/20/2023;Atlantic Management Resources LTD dba. Claire Ellen Products;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
03/14/2023;01/19/2023;B & J Group;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
03/14/2023;03/03/2023;Maggie Jeffries, M.D. / Avanti Anesthesiology, LLC;Center for Drug Evaluation and Research | CDER;Clinical Investigator;;
03/14/2023;03/02/2023;ElectRx and Health Solutions, LLC;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
03/14/2023;02/15/2023;Midlab Incorporated;Division of Pharmaceutical Quality Operations II;CGMP/Finished Pharmaceuticals/Adulterated;;
03/14/2023;02/15/2023;Frenda Corporation;Division of Pharmaceutical Quality Operations II;CGMP/Finished Pharmaceuticals/Adulterated;;
03/14/2023;03/01/2023;Formology Lab Inc.;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;
03/14/2023;02/01/2023;Profounda, Inc.;Division of Pharmaceutical Quality Operations II;CGMP/Finished Pharmaceuticals/Adulterated;;
03/14/2023;02/21/2023;Primal Pet Foods, Inc.;Division of Human and Animal Food Operations West V;CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;
03/15/2023;03/15/2023;Breezesmokes LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/16/2023;03/16/2023;ALL-IN Vapors;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/17/2023;03/15/2023;Olympus Medical Systems Corp.;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/Adulterated/Misbranded;;
03/21/2023;03/07/2023;Herbal Vitality, Inc.;Division of Human and Animal Food Operations West IV;Unapproved New Drugs/Misbranded;;
